id,original_txt,wrong_ids,correct_txt
8247,,,"省公安厅车改后保留公务车辆109辆,  取消车辆260辆,  其中:  向省实业发展公司移交83辆,  划拨基层使用177辆。取消的260辆公务车辆截至2018年末未进行会计处理,  造成固定资产账实不符,  多记4371.16万元。"
8248,,,"2018年,  三秦情报云情报平台建设项目(  基础架构及安全审计系统升级改造部分)  96.2万元、省公安厅实验设备采购及环境搭建项目46.16万元、省公安厅警务信息综合应用平台硬件建设项目478.9万元,  未记入固定资产。"
8249,,,"2013至2017年,  省文联将大秦岭中国脊梁文艺创作工程、青少年书法培训展及公益活动补助、散曲学会第三届散曲创作学术研讨补助等项目经费955,783.34元,  陕西省著名文艺家艺术方案工程建设资金1,808,208.6元,  中国民间文艺家协会、中国文学艺术界联合会拨入的项目资金510,567.23元,  用于人员经费、公用经费、家属院锅炉改造等开支。"
8250,,,"2. 2013年9月在境外文化交流、海外联谊经费支出中支付戴南海古籍鉴定、撰写书评劳务费62,100元,  未代扣代缴个人所得税12,420元。"
8251,,,"户县联社2011年15.67万元差旅费在报销时未填制费用报销单,  未见相关负责人签字;  部分会议费凭证中未见会议相关的会议通知、呈请单、参会人员签到表等原始凭证;  审查部分公杂费凭证,  发现购买办公用品、劳保用品等凭证只附有购物发票,  未见物品清单。"
8252,,,"2011年和2012年,  西安工业大学未经主管部门和财政部门审批,  擅自将金花校区科技楼和未央校区综合服务楼与他人合作进行商业开发。"
8253,,,"经抽查发现,  学校部分科研项目存在未按规定编制项目预算和未严格执行项目预算、无预算、超预算支出问题。抽查的“陕西省百人计划项目评审系统开发”、“地下工程施工中参与者行为管理制度有效性研究”等10个纵向科研项目,  其中2个项目未按规定编制项目预算、6个项目未严格执行项目预算、无预算或超预算使用科研经费。"
8254,,,"2014年西安工业大学在科研经费或科研项目结余经费中列支与科研不相关的各类汽车维修、保养、保险等费用693,576.77元、加油费1,211,786.15元、电话费337,559.92元、招待费1,400,881.72元,  共计3,643,804.56元。经抽查发现,  有的项目负责人将自己子女及家属旅游探亲和私家车保险等私人费用51,311.62元在项目经费中列支。"
8255,,,"2014年西安工业大学共支出各种科研项目劳务费、助研津贴、酬金等费用4,193,116.24元,  均打入经办人个人银行卡,  且大多签名笔迹雷同。"
8256,,,"经抽查科研项目发现,  2014年西安工业大学计算机科学与工程学院与西安市浐灞生态区金恒机械厂签订加工合同,  加工费750,000万元;  2012年和2014年西安工业大学测量与控制技术研究所与西安市浐灞生态区艺菲机械厂、西安市雁塔区天工机械厂和蓝田县锦华纸箱厂分别签订加工合同,  加工费总计146,550.50元。以上对外合同的签订,  均未经学校法人授权委托。"
8257,,,"2004年4月,  北信学院成立时,  根据合作三方约定,  西安工业大学以无形资产投资,  占总股本的30%,  2009年9月北信学院根据陕西中庆会计师事务所有限责任公司出具的验资报告,  对西安工业大学的无形资产投资6300万元登记了实收资本,  但截至审计之日,  西安工业大学仍未对此项投资登记入账。"
8258,,,"西安工业大学各种往来账款清理不及时,  截至2014年底,  存在大量挂账超过3年的应收款项,  其中:  学校财务“应收及暂付款”中个人借款46,783,328.36元、后勤集团“应收账款”3,851,350元、基建财务“预付备料款”18,319,942.93 元和“其他应收款”1,785,730.94元。"
8259,,,"2011至2014年,  西安工业大学在未取得建设工程规划许可证、建设工程施工许可证的情况下,  开工建设未央校区新建工程项目,  完成投资63795.23万元,  建筑面积317,916.06平方米,  现均已投入使用。"
8260,,,"榆阳区“一卡通”惠农补贴发放平台集中整合不到位,  共有387人次存在一人多卡问题(  最多一人名下5张卡)  。"
8261,,,"2018年榆阳区共有280名公职人员领取了“一卡通”惠农补贴114.67万元,  涉及公务员26人,  事业编制人员254人。其中3名事业编制人员领取农机购置补贴、深松作业补贴8.48万元,  19名公务员及198名事业编制人员领取农业支出保护补贴78.4万元,  21名公务员及151名事业编制人员领取退耕还林、公益林补贴27.79万元。"
8262,,,"省民政厅所属单位2008年至2012年将对外取得的事业收入95,764,504.32元、支出84,186,140.18元、结余11,578,364.14元,  在上报的年度部门决算报表中不进行反映(  或部分反映)  ,  也未按规定纳入部门预算管理。其中:  省荣誉军人康复医院收入55,171,847.63元,  支出47,361,870.03元,  结余7,809,977.60元;  省荣复军人第一医院收入6,529,076.52元,  支出6,529,076.52元;  省荣复军人第二医院收入34,063,580.17元,  支出30,295,193.63元,  结余3,768,386.54元。"
8263,,,"2012年省社区建设指导委员会办公室组织全省公开招聘社区专职工作人员,  自行编写并发行出售教材72,681套,  取得收入2,979,346元,  支出1, 979,346元(  其中:  教材印刷费1,615,000元,  教材编辑及补助费330,500元,  运输费33,846元)  ,  上述收支均在该办工作人员个人账户核算,  余款100万元于2013年1月26日转入省民政干部培训中心账户。"
8264,,,"其中:30个单位(  项目)  挂账6,139,480.59元,  账龄均超过三年;  131名个人挂账5,399,089.31元,  账龄超过三年的19人,  金额688,596.64元。"
8265,,,"西科大建设银行西安长安路支行账户开立于2008年,  用于4亿元新校区建设流动资金贷款。2012年学校与该行签定合同,  使用该账户投入470万用于“一卡通”建设。2014年9月,  省财政厅发文通知在一月内撤销该户,  但由于合同期内无法销户,  目前该账户仍在使用。"
8266,,,"不符合《省级机关会议经费管理办法》第十六条“会议结束后要及时办理报销手续。会议经费报销时需提供会议审批文件、会议通知及实际参会人员签到表、定点饭店等会议服务单位提供的费用原始明细单据、电子结算单等凭证”及《陕西省省级机关培训费管理办法》(  陕财办行〔2014〕27号)  第十六条“ 报销培训费,  应当提供培训通知、实际参训人员签到表、讲课费签收单以及培训机构出具的原始明细单据、电子结算单等凭证。省级单位财务部门应当严格按照规定审核培训费开支,  对未履行审批备案程序的培训,  以及超范围、超标准开支的费用不予报销”的规定。"
8267,,,"2010年至2015年,  商洛市国土资源管理局未按规定及时征缴本级国有土地使用权出让金22,975.60万元,  涉及16宗地;  商州市国土资源管理局商丹循环工业经济园区分局未按规定及时征缴国有土地使用权出让金1235.89万元,  涉及4户企业4宗地。"
8268,,,"2010年至2015年,  省政府批复商洛市本级农用地转用和土地征收8836.36亩,  市国土资源管理局实际完成征收土地7399.56亩,  已出让供地2885.48亩,  未出让供地4514.08亩。2010年至2015年,  省政府批复商洛市商丹循环工业经济园区农用地转用和土地征收6364.50亩,  市国土资源管理局商丹循环工业经济园区分局实际完成征收土地5944.03亩,  已出让供地5061.64亩,  未出让供地882.39亩。"
8269,,,"其中:  1999年至2006年间,  公司职工杨光晶在集团公司本部预借备用金20.58万元,  在地电监理公司预借备用金11万元,  总计31.58万元,  本人申述因历史遗留问题及票据丢失原因,  不能及时报账,  截止2013年元月,  该笔挂账长达7年以上未清算报账,  资金实际用途不明。"
8270,,,"2012年,  地电建设公司向项目管理人员预借大额项目建设备用金(  单笔超过10万元)  24笔,  涉及人员13人,  年初借款余额为149.76万元,  全年借款金额642.96万元,  截止2012年末,  借款余额355.47万元。如:  项目经理惠晓育2012年初借款余额20万元,  2012年借款6次,  借款总额77万元,  借款用途为购买砂石水泥款,  当年还款销账27.72万元,  年末余额为68.28万元,  借款期限超过1年的有一笔,  金额20万元。另外,  备用金使用时存在大额现金支付情况。如:  项目经理蒋义荣2012年12月13日借款100万元,  当年未还款,  2013年4月4日现金支取21.99万元支付水泥及砂石款,  未见供货方收款收据,  亦未及时还款报销。"
8271,,," 2018年10月24日,  省审计厅出具了《陕西省审计厅省中医医院干部病房综合楼项目部分工程决算的审计决定》(  陕审交决〔2018〕31号)  ,  截至2020年6月底,  省中医院仍有部分审计决定项目未进行整改,  具体如下:  "
8272,,," 2018年10月24日,  省审计厅出具了《陕西省审计厅省中医医院干部病房综合楼项目部分工程决算的审计决定》(  陕审交决〔2018〕31号)  ,  截至2020年6月底,  省中医院仍有部分审计决定项目未进行整改,  具体如下:  "
8273,,,"截至2020年底,  铜川市财政局将社保基金财政专户26,100万元存款转出开户银行,  分别在5家金融机构存放(  共9笔定期存单)  ,  未通过竞争性方式选择存放机构。"
8274,,,"铜川市预算安排2020年职工基本医疗保险基金财政补助资金8,353.83万元,  因财政困难等原因,  2020年实际拨付财政补助资金4,582.55万元,  比预算少拨入财政补助资金3,771.28万元。"
8275,,,"截止2020年底,  铜川市35名退役士兵因不了解医保政策,  部分人员暂时联系不上等原因,  未及时办理医疗保险金转入手续,  未纳入2020年度医疗保障范围。"
8276,,,"2020年,  铜川市医疗保障经办中心向8家违规使用2种限定二级以上医院使用的中成药注射剂的医疗机构支付医保费用1.03万元。其中:  城镇职工医疗保险基金支付6家定点医疗机构2种限制用药费用0.01万元,  城乡居民医疗保险基金支付6家定点医疗机构2种限制用药费用1.02万元。(  详见附表一)  "
8277,,,"其中:  未经公开招标签订勘察设计合同20份,  涉及金额1202.74万元;  未经公开招标签订研究试验合同14份,  涉及金额2191.23万元;  未经公开招标签订社会中介审查费合同12份,  涉及合同金额486.19万元。 "
8278,,,"省交通集团与云南云路工程监理咨询有限公司签订的总监办监理合同中约定的预付款比例与招标文件约定的条款不符。招标文件专用条款6.2.1约定“双方正式签订监理服务协议书,  且乙方进场,  甲方将向乙方支付合同总价10%的预付款”。但是,  在双方签订的总监办监理合同中预付款比例却是20%。合同签订条款与招标文件和中标单位的投标文件约定不符。"
8279,,,"本次审计的房建工程施工、绿化工程、桥梁伸缩缝工程、隧道装修工程、收费大棚工程、交通安全设施工程、机电工程、沥青采购工程等56个标段中所有的标段中标单位与招标人签订合同的日期均未按招标文件规定的日期签订,  全部存在延迟签订的问题。"
8280,,,"但截至2014年3月31日,  青兰高速公路项目实际到位项目资本金18.93亿元(  车购税)  ,  我省应筹集的资本金26.37亿元仍未到位。"
8281,,,"留学服务中心成立于2000年,  注册资本30万元,  全部由学校出资。2001年学校抽回全部出资。"
8282,,,"2013年底,  建科大对校办产业投资账面反映为110万元,  校办产业集团账面反映实收资本为22,128,317.13元,  两者相差21,028,317.13元,  原因是该集团转增资本,  而建科大未调整账务,  形成学校对校办产业投资少记21,028,317.13元。"
8283,,,"建科大草堂校区建设项目前期准备阶段,  在可行性研究报告经发改委批复后,  未按基本建设程序规定编制初步设计文件和初步设计概算,  也未报省发改委审批。"
8284,,,不符合《国务院办公厅关于规范国有土地使用权出让收支管理的通知》（国办发〔2006〕100号）第一条和有关国土出让收入应实行收支两条线管理的规定。
8285,,,"2011年至2012年，市国土资源管理部门组织实施招标、拍卖、挂牌、协议出让土地111宗，面积7025.4亩，应征收国有土地使用权出让金477,772.06万元，已征缴192,216.71万元，未征缴285,555.35万元，扣除成本费用228,444.28万元，共计少征缴国有土地使用权出让净收入57,111.07万元。"
8286,,,经对咸阳市2011年、2012年建设的星火大道项目、过塘污水处理厂配套管网工程项目、咸兴大道项目等9个市政及公益性建设项目审计，发现有3个项目未进行招标，合同金额1954.56万元。其中：过塘污水处理厂配套管网工程项目的工程测量、设计未进行招标，合同金额141.94万元；两寺渡公园项目工程设计、施工未招标，合同金额分别为40万元和1677.82万元；星火大道项目设计未招标，合同金额94.80万元。（详见附表）
8287,,,2006年8月新城联社与西安恒宝置业公司就合作开发西安市韩森路289号商住楼签订《联建合同》，约定由新城联社提供建设用地（12.24亩商住用地），西安恒宝置业公司提供全部建设资金，项目建成后新城联社分得建筑面积7000平方米的房屋和200平方米地下一层停车场。2010年12月工程完工后，由于联建双方对相关税费等问题存在争议，致使房屋建成后一直未进行房产移交。2011年8月至2013年3月西安市新城区人民法院一审、西安市中级人民法院终审判决新城联社支付西安恒宝置业公司代缴的土地过户费112.6万元，截至2014年6月末，新城联社与西安恒宝置业公司未达成执行和解，房屋未进行移交。新城联社将上述联建房屋在“在建工程”挂账2542.57万元，支付的相关款项在“其他应收款”挂账360.78万元，将收取的联建房屋中卖给职工的房款在“其他应付款”挂账705.64万元。对此问题，新城联社应及时与法院沟通协调，在法院的主持下同西安恒宝置业公司进行调解，尽快收回该办公楼并投入使用。
8288,,,"2014年度西航应上缴财政专户的学费、住宿费共12,037.17万元，应上缴财政专户的国有资产（房产）出租收入127.83万元，合计应上缴财政专户资金12,165万元，截至2014年末实际上缴财政专户资金9000万元，少上缴财政专户资金3165万元。"
8289,,,2014年西航未经省物价局及财政厅审批收取学生英语A/B级考试报名费11.24万元；未向省物价局、教育厅备案收取学生计算机机房上机费17.22万元。
8290,,,经审计发现，永安保险信息系统存在以下问题：
8291,,,"2011至2014年，莲湖联社向资质不符合规定的陕西中和房地产开发有限公司、陕西宏盛实业有限公司等6户房地产企业发放贷款24,500万元，用途为房地产开发（主要为城中村改造），截至2014年底余额24,300万元。如2011年12月，莲湖联社牵头向陕西中和房地产开发有限公司发放社团贷款18,000万元，其中莲湖联社承贷6000万元。经查，该公司贷款开发的西安大兴新区三民村旧城改造项目开发面积为80万平方米，但该公司仅具备开发3万平方米以下的暂定资质。不符合《陕西省房地产开发企业资质管理办法》（陕建房发〔2000〕118号）第二十一条“开发企业必须按照《资质证书》、《暂定资质证书》确定的范围从事房地产开发经营业务，不得越级承担业务”以及《固定资产贷款管理暂行办法》（银监发〔2009〕第2号）第九条“贷款人受理的固定资产贷款申请应具备以下条件……（四）国家对拟投资项目有投资主体资格和经营资质要求的，符合其规定……”的规定。"
8292,,,本次审计发现，省委党校对大部分问题已进行了整改，但以前年度结余未纳入预算管理、科研项目结题不及时、往来款项清理不及时等3个问题整改不到位，仍然存在。
8293,,,"根据省教育厅文件，美院2010年11月成立资产经营有限责任公司（以下简称资产公司），其注册资金300万元，隶属于美院经营性资产管理委员会,该委员会主任由原院长王胜利兼任；经王胜利提名，会议研究张永昌为资产公司法人代表。"
8294,,,2010年11月底至2013年11月底，资产公司实际收取房屋租赁收入1024.99万元，上交美院财务629.1万元，资产公司截留应上交美院的房屋租赁收入395.89万元，挪用到资产公司经营项目。
8295,,,2011年以来美院收取房租中有409.4万元未缴纳税费。其中：资产公司已收房租未上交学院395.89万元，大学生超市收取房租13.5万元。以上租赁收入少缴房产税等各种税费共计72.38万元。
8296,,,"2011年三、四楼的装修改造已完工，支出1,123,255.48元，五楼和六楼两个装修项目分别于2013年3月完工，支出合计1,313,172.54元。截至审计，尚未进行竣工决算。"
8297,,,"2006至2012年，新疆办以收款收据或白条报销餐费、零星购置、装修费用等共计3,092,329.10元。"
8298,,,"2010年至2012年支付家属楼管道材料款、购办公桌椅、列支酒店用品等原始票据不完整、无明细清单或附件18笔，共计228,030.60元。"
8299,,,《陕西省天然气股份有限公司2012—2014年度非公开定向债务融资工具发行协议》第5.1条约定“发行人发行本期定向工具，募集资金将全部用于营运资金的补充”。审计发现，省天然气公司2012年用“2012—2014年度非公开定向债务融资工具”资金2800万元支付靖西三线一期工程。
8300,,,"造成项目少计建设成本、企业经营期间多计财务费用8,288,548.53元，其中，2011年5,129,789.93元、2012年3,158,758.60元。"
8301,,,该项目8家投标单位（含中标单位陕西城市园林建设有限公司）的资格预审申请书及资格预审报告缺失。
8302,,,2007年12月，中陕国际未经董事会表决同意，将中陕国际与深圳长安（集团）公司220万往来款记入投资收益。
8303,,,2007年12月，中陕国际未经董事会表决同意，将中陕国际与深圳长安（集团）公司220万往来款记入投资收益。
8304,,,"这些款项大部分挂账超过10年，已无法收回,中陕国际未清理，也未计提坏账准备。"
8305,,,2018年，学校雁塔校区幼儿园无依据收取学校周边社会入托孩子的管理费150万元。
8306,,,留学服务中心成立于2000年，注册资本30万元，全部由学校出资。2001年学校抽回全部出资。
8307,,,"2. 围界工程审批初步设计概算917万元，审定工程决算2,417.76万元，超概算金额1,500.76万元。"
8308,,,"2．2008年，海棠学院学费收入546,080.00元在往来账项挂账，未计收入。"
8309,,,"3．2008年收西安市灞桥区农业发展资金专户拨款67,000.00元，在限定性净资产账户挂账，未计入政府补助收入。 "
8310,,,上述行为违反《民间非营利组织会计制度》(财会〔2004〕7号)第八条“民间非营利组织在会计核算时，应当遵循以下基本原则：（一）会计核算应当以实际发生的交易或者事项为依据，如实反映民间非营利组织的财务状况、业务活动情况和现金流量等信息。……（八）在会计核算中，所发生的费用应当与其相关的收入相配比，同一会计期间内的各项收入和与其相关的费用，应当在该会计期间内确认。”的规定，海棠学院应按照制度规定核算收入，真实反映单位的收入状况。
8311,,,"2．2010年，海棠学院将济困助学金工作经费21,903元在支出科目列支，未在济困助学金中列支，致使多列支出21,903元。"
8312,,,"3．2010年，管理费用中列支海棠国际技术学院电费391,619.56元、陕西情之道饮食有限责任公司电费86,322元。"
8313,,,"4．2010、2011年将代在校生支付的英语等级等考试费538,071元在业务活动成本中列支，其中：2010年267,396元、2011年270,675元。"
8314,,,"根据《建设项目审计处理暂行规定》（审投发〔1996〕105号）第十四条“工程价款结算中多计少计的工程款应予调整”的规定，核减工程决算1,614,121.91元，要求建设方在支付工程款时予以调减。"
8315,,,市财政局通过支农专户给各县拨付“一村一品”示范补助资金216万元。但是在账务处理时资金却从“水资源费”科目支出，改变了水资源费的资金用途。
8316,,,2011年，市财政通过支农专户给市水务集团安排农业资金100万元，用于水务集团办公场所租赁、办公设备购置等开办经费支出，改变了农业专项资金用途。
8317,,,2011年，省财政下达咸阳市文物稽查队田野文物安防经费25万元。经市财政批准同意，市文物局通过政府采购方式以上述专项经费购入东风日产车1辆，价值12.98万元，改变了省级专项资金用途。
8318,,,"截至2012年底，市财政历年累计在暂付款项下拨付挂账29,820.65万元，其中，天然气管理办公室2600万元、市建设投资有限公司11,305万元、工业园管理委员会10,000万元、渭新区开发建设有限公司1000万元、渭新区空港产业园开发建设管理委员会1500万元、西北二棉集团有限公司2357万元。"
8319,,,"2011年至2012年，省财政预算下达咸阳市财政中省专项资金 1,574,617.2万元，市财政下达并列报决算支出1,560,792万元，未及时下达13,825.2万元。在市财政下达并列报决算支出资金中，下达至市财政专户资金为121,023.32万元，实际拨付82,399.59万元，未拨付38,623.73万元，形成虚列支出。"
8320,,,"2011年至2012年，市财政预算下达三原县财政中省市专项资金107,375.54万元，2011年度以前结转952.45万元，同期县财政实际拨付项目单位及财政专户并列报决算支出92,558.96万元，未及时拨付15,769.03万元。在县财政实际拨付项目单位及财政专户并列报决算支出资金中，拨付财政专户16,288.19万元，专户实际拨付14,784.01万元，未拨付1504.18万元，形成虚列支出。"
8321,,,2015年，陕科大资产经营公司在 “管理费用”科目列支加班费、劳务费、交通通讯补贴等现金支出27.22万元，未按规定计入工资、薪金所得计缴个人所得税，少计缴个人所得税2.35 万元。
8322,,,"审计抽查发现，2015年至2016年6月底，未严格执行医用耗材加价规定，共违规加价销售医用耗材58,065元，涉及违规加价金额5065元。"
8323,,,v. Detailed List of Subprojects
8324,,,2015年，全省地税系统组织入库各项税收及教育费附加1125.80亿元，较2014年减收20.53亿元，同比下降1.8%。在此情况下，省地税局在报告省政府全年税收工作时，调整入库税费指标，将地方教育费附加收入30.30亿元计入组织入库税费总数，形成了同比增长0.9%的结果。
8325,,,2009年10月，原省国土资源厅批复原陕西理工学院灾后恢复重建项目用地17.8公顷（267亩），仅限灾后恢复重建项目建设使用；2011年12月，省政府批复该地块由农用地转为建设用地，截至2019年4月，陕西理工大学共支付征地拆迁款7351.98万元，征地199.73亩。
8326,,,审计发现问题后，建工集团于2018年12月进行账务调整。
8327,,,该项目在评标过程中措施项目费的评标基准价未按照招标文件规定的评标办法（基准价平均值下浮5%）进行计算，项目中标金额670.38万元。
8328,,,"截至2012年底，市住房和城乡建设规划局将征收的非税收入46,362.11万元存放在过渡户未上缴市财政，其中：户外广告出让金504.82万元，城市建设配套费43,524.11万元，天然气配套费588.66万元，违法施工处罚收入1744.52万元。"
8329,,,2011至2012年，市客运管理处将收取的交通罚没收入166.51万元、出租车有偿出让和转让收入1546.8万元存放在过渡账户，同期，两项非税收入分别上缴国库120万元、800万元，尚有793.31万元未足额上缴，其中：罚没收入46.51万元，出租车有偿出让和转让收入746.8万元。
8330,,,"2009年8月18日，蒲城县人民政府与蒲城清洁能源公司双方签订了《关于MTO项目土地使用权出让协议》，协议中明确约定：蒲城县人民政府确定完善园区道路布局，修建一条园区与高速路连接、能满足大件运输要求的一级公路。但2010年5月4日，双方签订的《关于蒲城煤化工业园至蒲城高速专用道路建设的协议》却约定蒲城清洁能源公司承担该专用道路工程总费用的70%。蒲城清洁能源公司在专用道路工程未经上级部门批复的情况下，擅自与蒲城县人民政府签订专用道路修建协议，该专用道路工程超出该项目可行性研究报告及省发改委备案调整（陕发改产业函〔2010〕989号）的建设内容。截至2013年3月31日已支付专用道路工程款86,791,182.50元。"
8331,,,"其中：陕建二公司893,682,7 00元、陕建四公司890,756,708.50元（联营工程产值）、陕建六公司6,340,000元、陕建七公司354,996,100元。"
8332,,,"其中：陕建二公司479,937.95元、陕建四公司1,120,000元、陕建六公司10,133,800元、陕建七公司4,579,201.09元。"
8333,,,"其中：陕建二公司16,350元、陕建四公司226,882.70元，陕建六公司49,100元，陕建七公司83,429.82元，陕建九公司101,326.14元，陕建十一公司131,700元。"
8334,,,"陕建四公司以出纳王挺名义办理银行卡，用来存储、收支公司营业收入，该卡年底余额1,911,484.83元。"
8335,,,截至2012年6月30日，陈仓联社向宝鸡市育才玻璃（集团）有限公司等关联方发放贷款未进行集中授信，涉及贷款9笔，贷款金额4640万元，超出审贷会法人贷款最高800万元额度的审批权限。上述9笔资金到账后，通过各种渠道转回集团公司统一调配使用，改变了借款约定用途，加大了信贷资产风险。
8336,,,"2010年，地电投资公司决定对该酒店进行装修改造，项目初始投资概算9215万元，2013年2月，投资公司将概算调整为15,329.23万元。审计发现，只见到省地电集团对《陕西省地方电力投资控股有限公司股东会决议》（陕地电〔2010〕100号）同意假日酒店装修意向的批复和将假日酒店装修改造项目列入省地电集团2011年、2013年年度投资计划文件，但未见到地电投资公司明文申请立项和集团公司对假日酒店的投资概算、投资概算调整及可研报告明文批复文件。截至2012年末已完成招标9435.5万元，已签订合同10,386.94万元，已完成投资额4054.93万元。 "
8337,,,"2010年5月10日，省地电房地产公司、天津泰达建设集团有限公司（联合体）与西安国家民用航天产业基地管理委员会签订的西安国家民用航天产业基地城中村改造项目合作框架协议，合作开发建设西安国家民用航天产业基地范围内城中村改造项目，2010年6月省地电房地产公司预付西安国家民用航天产业基地城中村改造项目诚意保证金30,000万元，其中：垫付天津泰达建设集团有限公司诚意保证金15,000万元，截至2013年4月末一直未收回代天津泰达建设集团有限公司支付的15,000万元。2013年5月13日，在此次审计指出该问题后，天津泰达建设集团有限公司出函表示愿意放弃该项目的合作开发及一切权益。对此，省地电房地产公司对改制前原老股东支付该项目诚意保证金的财务成本及所获得的开发权益进行合理评估和清算，以确保原老股东的利益。"
8338,,,"陕西文化中心一期主体建筑安装工程分别由省建工集团公司和中十冶集团有限公司，但双方没有签订施工合同，目前两公司结构工程已施工至建筑正负零，完成混凝土楼地面约3.9万平方米，文化中心已支付工程款500万元。自然博物馆项目中，由陕西博艺建筑实业有限公司承担的办公室钢构及广场零星修缮工程，未签订相关合同，工程结算款600,322.51元，其中有468,328元经该公司委托，付给了西安荣和建筑装饰工程有限公司。由西安市雅特展览有限公司担的三个展示项目合同以外的新增项目工程没有签订相关合同，且在工程款尚未结算前预借对方资金50,000元等。"
8339,,,2010年7月，地建集团与原省国土资源厅所属事业单位省国家建设征地服务中心签订合同，购买西安市东关正街面积为399.9平方米商铺，合同转让价款1175万元，当月地建集团向对方支付710万元，上述经济事项直至2014年4月才记入“其他应付款”。截至2019年8月，未取得发票以及不动产权属证明、纳入固定资产核算。该房产2010年7月至2016年3月对外出租收取租金581.25万元，自2016年4月起一直闲置。
8340,,,2010年，学院未按规定合并下属单位后勤集团总公司及下设的10个部门的财务报表，其中：资产1506.88万元，负债471.11万元，所有者权益1035.77万元。违反了《高等学校财务制度》第五条“规模较大的学校实行‘统一领导、分级管理’的财务管理体制”及《高等学校会计制度》第四部分第一条第三款“高等学校会计报表应当根据完整、核对无误的账簿记录和其他有关资料编制，做到数字准确，内容完整”的规定。对此，学院应按此规定合并报表，规范财务报表的编制。
8341,,,2010年，依据《行政事业单位业务招待费列支管理规定》(财预字〔1998〕159号) 第三条第一款“地方各级行政事业单位的业务招待费的开支标准，由各地人民政府根据当地实际情况确定，但不得超过当年单位预算中‘公务费’的2％”的规定，学院公用费支出6379.43万元，招待费应控制在127.59万元，实际支出183.35万元，超支55.76万元。对此，学院今后应严格按照此规定执行，控制招待费支出。
8342,,,"2006至2012年，新疆办超限额支付单笔万元以上现金20笔，共计423,841.00元。"
8343,,,实际发放1128.6万元，超发绩效工资160.6万元。
8344,,,省总工会2017年以前年度结余2.5亿元，截至2019年底，工会经费结余4.27亿元。2019年，省国防工会经费本期结余283.2万元，累计结余2893.38万元。省能源化学地质工会经费本期结余172.89万元，累计结余2384.43万元。
8345,,,2019年，省总工会会议费预算70万元，决算30.29万元，完成预算43.27%；外事费预算60万元，决算30.76万元，完成预算51.27%；资本支出中大型修缮预算700万元，决算184.34万元，完成预算的26.33%。
8346,,,2019年，省国防工会职工文体活动费超预算0.54万元，对个人和家庭的补助支出超预算7.01万元，补助下级支出超预算387.46万元；省能源化学地质工会维权支出超预算1.66万元，行政支出超预算1.18万元，补助下级支出超预算18.29万元。   
8347,,,2017年11月，经省总工会主席办公会议（2017年第17次）研究同意，省总工会从陕西工运学院新校区建设资金中借款600万元用于西北一路校区综合楼修缮工程。截至2020年9月该笔借款尚未归还。
8348,,,"2017年，省总工会向省工疗借款1000万元用于水疗楼工程建设，2019年省总工会将该笔借款调整为事业支出。2015年向西安市总工会借款1000万元用于西安工会医院（西安市工人疗养院）建设，2019年收回借款后再次出借给西安市总工会1000万元。2017年以前年度向榴花宾馆出借2056万元，2017至2018年出借640万元，截至2019年底出借榴花宾馆2,696万元，上述借款及预算调整均未报经全国总工会审批或备案。"
8349,,,2018年，地建集团收到国有资本经营预算项目资本金6000万元，未按省财政厅《关于拨付地建集团国有资本经营预算项目资本金的通知》“相应增加省国资委对你公司的出资”要求进行账务调整和手续办理。
8350,,,"造成项目少计建设成本、企业经营期间多计财务费用8,288,548.53元，其中，2011年5,129,789.93元、2012年3,158,758.60元。"
8351,,,"截至2013年底，省天然气公司将应由靖西三线一期工程承担的待摊投资6,101,111元计入经营账户核算，造成少计待摊投资6,101,111元。"
8352,,,"根据《企业会计准则第17号—借款费用》第十五条“当所购建的固定资产达到预定可使用状态时，应当停止其借款费用的资本化”的规定，截至项目点火通气的2012年11月，该工程应计贷款利息896,806.03元，实际列支贷款利息1,063,157.58元，多列贷款利息166,351.55元。"
8353,,,"合计18,302.6元。"
8354,,,"例如：混凝土灌注桩暂定综合单价为800元/根,共33根，依据《2004陕西省建设工程清单计价规则》、《2006陕西省建设工程消耗量价目表》实际综合单价为8119.11元/根，仅此一项导致结算价高于招标价241,530.63元。"
8355,,,如：屋面排水管、保温隔热屋面、不锈钢栏杆标底列示的工程量分别为1米、25.6平方米、1米，实际完成的工程量分别为90.75米、416.84平方米和62.14米。
8356,,,其中：
8357,,,"施工方项目副经理卢建存(实际担任项目经理)，在开工九个月（2010年5月16）后才取得项目经理资格证书。监理日志记录不完整。违反了《陕西省建设工程质量管理条例》第二十三条“建设监理单位应当根据监理合同,派出与监理任务相适应的监理人员进驻施工现场对工程质量实施监理。建设监理人员必须取得国家规定的资格证书”和《中华人民共和国建筑法》第十四条“从事建筑活动的专业技术人员,应当依法取得相应的执业资格证书,并在执业资格证书许可的范围内从事建筑活动”的规定。可能导致质量隐患，陈仓区政府及建设单位应认真组织项目竣工质量验收，确保工程质量。今后要严格执行国家的法律法规，确保从业人员持证上岗。"
